event_name,calendar_title,catalog_name,start_date,end_date,url,results_year,results_month,edition_ym_candidates,date_precision,date_source,flags,source_fingerprint
Norwegian Open WCS,Norwegian Open WCS,Norwegian Open WCS,2025-10-02,2025-10-06,https://norwegianopen.no/,2025,10,2025-10,day,wsdc_calendar,,33e6f40bcd3ee636de6063b5
The Aloha Open,The Aloha Open,The Aloha Open,2025-10-08,2025-10-12,http://www.alohaopenwcs.com,2025,10,2025-10,day,wsdc_calendar,,ef8127a40f85869942a9f333
Milan Modern Swing,Milan Modern Swing 2025,Milan Modern Swing,2025-10-09,2025-10-12,https://www.westcoastswingmilan.com/,2025,10,2025-10,day,wsdc_calendar,,e38c5242bb451ac8abe35a86
Paradise dance festival,Paradise dance festival,Paradise Dance Festival,2025-10-09,2025-10-12,http://www.paradisecountrydancefestival.com,2025,10,2025-10,day,wsdc_calendar,,ac1120be43660f6a6f1c4898
Go West SwingFest,Go West SwingFest,Go West SwingFest,2025-10-10,2025-10-12,https://www.gowestswingfest.au,2025,10,2025-10,day,wsdc_calendar,,5e58b63738433c8272d1526e
Boogie by the Bay,Boogie by the Bay,Boogie By The Bay,2025-10-16,2025-10-20,https://boogiebythebay.com,2025,10,2025-10,day,wsdc_calendar,,523ba93523249cfba314bce3
The New Zealand West Coast Swing Open,The New Zealand West Coast Swing Open,New Zealand Open Swing Dance Championships,2025-10-16,2025-10-19,https://www.streetswing.co.nz/the-new-zealand-open,2025,10,2025-10,day,wsdc_calendar,,52689339ac91e6886b6dd0b4
Montreal Westie Fest,Montreal Westie Fest,Montreal Westie Fest,2025-10-17,2025-10-19,http://montrealwestiefest.com,2025,10,2025-10,day,wsdc_calendar,,bb1b3f25cf6cd4dbe9c09356
Swustlicious,Swustlicious,Swustlicious,2025-10-17,2025-10-19,http://www.swustlicious.com,2025,10,2025-10,day,wsdc_calendar,,f284d105874f4b6790b53b50
Augsburg Westie Station,Augsburg Westie Station,Augsburg Westie Station,2025-10-22,2025-10-25,https://www.augsburgwestiestation.com/,2025,10,2025-10,day,wsdc_calendar,,86bf8652899c5bfa28fd6abe
Halloween SwingThing,Halloween SwingThing,Halloween SwingThing,2025-10-23,2025-10-26,http://HSTswing.com,2025,10,2025-10,day,wsdc_calendar,,91c38e8c616bba2ea9a4ae8b
Swing City Chicago,Swing City Chicago,Swing City Chicago,2025-10-23,2025-10-26,https://swingcitychicago.com,2025,10,2025-10,day,wsdc_calendar,,7e6aff277ab5d413db96c962
SASS Spooky Albany Swing Spectacular,SASS Spooky Albany Swing Spectacular,SASS Spooky Albany Swing Spectacular,2025-10-24,2025-10-26,http://www.spookyalbanyswing.com,2025,10,2025-10,day,wsdc_calendar,,f6eabb37df098487fe390261
Swingside Invitational,Swingside Invitational,Swingside Invitational,2025-10-24,2025-10-26,http://www.swingside-invitational.com,2025,10,2025-10,day,wsdc_calendar,,57ac54a4e863108fc8433859
Swingside Invitational,Swingside Invitational,Swingside Invitational,2025-10-24,2025-10-27,http://www.ssiwcs.com,2025,10,2025-10,day,wsdc_calendar,,959a24cef4890f0023701da9
WCS Festival,WCS Festival,WCS Festival,2025-10-24,2025-10-26,http://www.wcsfestival.de,2025,10,2025-10,day,wsdc_calendar,,4e8024f509227f439a3a01af
Mountain Magic Dance Convention,Mountain Magic Dance Convention,Mountain Magic Dance Convention,2025-10-30,2025-11-02,https://mountainmagic.dance/,2025,11,2025-11|2025-10,day,wsdc_calendar,,2053513024565e61b589b639
"Scandinavian Open WCS ""SNOW""","Scandinavian Open WCS ""SNOW""",Scandinavian Open,2025-10-30,2025-11-02,http://www.snowcs.se,2025,11,2025-11|2025-10,day,wsdc_calendar,,be0f22b77590aab7c2279d93
Warsaw Halloween Swing,Warsaw Halloween Swing,Warsaw Halloween Swing,2025-10-30,2025-11-03,http://www.warsawhalloweenswing.com,2025,11,2025-11|2025-10,day,wsdc_calendar,,7fad744ab7d944e9629d7b52
Rocket City Swing,Rocket City Swing,Westies on the Water,2025-10-31,2025-11-02,https://rocketcityswing.com/,2025,11,2025-11|2025-10,day,wsdc_calendar,,48b1501d9a44e13d0a762736
Spooky Westie Weekend,Spooky Westie Weekend,Spooky Westie Weekend,2025-10-31,2025-11-02,https://spookywestieweekend.com/,2025,11,2025-11|2025-10,day,wsdc_calendar,,32a1ec67e893001aaa74e56b
Simply Adelaide West Coast Swing,Simply Adelaide West Coast Swing,Simply Adelaide West Coast Swing,2025-11-06,2025-11-09,http://www.simplyadelaidewcs.com.au,2025,11,2025-11,day,wsdc_calendar,,67b17e9246db8d966e7d1f71
Tampa Bay Classic,Tampa Bay Classic,Tampa Bay Classic,2025-11-06,2025-11-09,http://www.tbcwcs.com,2025,11,2025-11,day,wsdc_calendar,,c23f07bfb0d644c46a1ab14b
Autumn Swing Challenge,Autumn Swing Challenge,Autumn Swing Challenge,2025-11-07,2025-11-09,http://asc-budapest.com,2025,11,2025-11,day,wsdc_calendar,,94fc6a8109d6d35f2c7f1d69
Moscow Westie Fest Gala Edition,Moscow Westie Fest Gala Edition,Moscow Westie Fest,2025-11-07,2025-11-10,http://westiefest.org/,2025,11,2025-11,day,wsdc_calendar,,5ae558d61e682bde4e5432e6
Westie's Angels,Westie's Angels,Westie's Angels,2025-11-07,2025-11-10,http://www.frenchywesty.com,2025,11,2025-11,day,wsdc_calendar,,a25bff8a915c3ab31afbf817
DC Swing eXperience (DCSX),DC Swing eXperience (DCSX),DC Swing eXperience (DCSX),2025-11-13,2025-11-16,http://www.dcswingexperience.com,2025,11,2025-11,day,wsdc_calendar,,ae8bffaf336ab3ac5b4af8c0
Midnight Madness WCS,Midnight Madness WCS,Midnight Madness,2025-11-13,2025-11-16,http://www.MidnightMadnessWCS.com,2025,11,2025-11,day,wsdc_calendar,,d449ecdc4765c8f5c2fe673e
Sea to Sky Seattle,Sea to Sky Seattle (Hiatus),Sea to Sky Seattle,2025-11-13,2025-11-17,http://Seatoskywcs.com,2025,11,2025-11,day,wsdc_calendar,hiatus,3565d3c883bea0b21a96420e
Flowstate | West Coast Swing & Zouk Festival,Flowstate | West Coast Swing & Zouk Festival,Flowstate | West Coast Swing & Zouk Festival,2025-11-14,2025-11-16,https://eastonswing.com/west-coast-swing-events/world-swing-dance-council/flowstate-west-coast-swing-zouk-festival-eastonswing/,2025,11,2025-11,day,wsdc_calendar,,eb4a50294687a24e07ca5b0c
Westie Pink City,Westie Pink City,Westie Pink City,2025-11-14,2025-11-16,http://www.westiepinkcity.fr,2025,11,2025-11,day,wsdc_calendar,,89a66f1805e4c9ef3d624be4
Northeast Swing Classic,Northeast Swing Classic,Northeast Swing Classic,2025-11-20,2025-11-23,http://www.northeastswingclassic.com,2025,11,2025-11,day,wsdc_calendar,,565d3d94591e591e60481854
The Open World Swing Dance Championships,The Open World Swing Dance Championships,World Swing Dance Championships,2025-11-26,2025-11-30,http://www.theopenswing.com,2025,11,2025-11,day,wsdc_calendar,,251cac097955d18cb8cddd44
CASH Bash,CASH Bash,CASH Bash,2025-11-27,2025-11-27,https://cashdanceclub.org/cash-bash/,2025,11,2025-11,day,wsdc_calendar,,619bb7b398c8a1a45b99df1a
"The After Party ""TAP""","The After Party ""TAP""","The After Party ""TAP""",2025-12-04,2025-12-07,http://www.tapwcs.com,2025,12,2025-12,day,wsdc_calendar,,f2d7d7b7cde72becf5446b2f
Winter White West Coast Swing,Winter White West Coast Swing,Winter White West Coast Swing,2025-12-04,2025-12-08,http://www.winterwhite.no,2025,12,2025-12,day,wsdc_calendar,,f8a1133e0f92004da7a01e5b
Shooba Dooba Swing,Shooba Dooba Swing,Shooba Dooba Swing,2025-12-05,2025-12-08,https://t.me/ShoobaDoobaSwing,2025,12,2025-12,day,wsdc_calendar,,7ccc28688b870e60339ad7cd
Berlin Swing Revolution,Berlin Swing Revolution,Berlin Swing Revolution,2025-12-11,2025-12-14,https://berlinswingrevolution.com/,2025,12,2025-12,day,wsdc_calendar,,65eee9f00e2fdbfb13141d05
Santa Swing,Santa Swing,Santa Swing,2025-12-11,2025-12-15,http://santaswing.pl,2025,12,2025-12,day,wsdc_calendar,,3656faea9884144a68a23498
Global Grand Prix - West Coast Swing Championships,Global Grand Prix - West Coast Swing Championships,Global Grand Prix - West Coast Swing Championships,2025-12-12,2025-12-15,https://www.globalgrandprixwcs.com/,2025,12,2025-12,day,wsdc_calendar,,0ab55a5a5b2ae36b57336726
Westie Gala,Westie Gala,Westie Gala,2025-12-28,2026-01-01,http://www.westiegala.com,2026,1,2026-01|2025-12,day,wsdc_calendar,,2b56eb6ef2145183c1d3daca
Floorplay Swing Vacation,Floorplay Swing Vacation,Floorplay Swing Vacation,2025-12-30,2026-01-04,http://www.floorplayswingvacation.com,2026,1,2026-01|2025-12,day,wsdc_calendar,,37d0cb99d7fa42c47958a04c
Countdown Swing Boston,Countdown Swing Boston,Countdown Swing Boston,2025-12-31,2026-01-04,https://countdownswingboston.com/,2026,1,2026-01|2025-12,day,wsdc_calendar,,2e54e87340e92208911c156c
Spotlight New Year's Celebration,Spotlight New Year's Celebration,Spotlight New Year's Celebration,2025-12-31,2026-01-04,http://www.spotlightnewyears.com,2026,1,2026-01|2025-12,day,wsdc_calendar,,4e5e9d16c11db0c22149b0e6
SwingCouver,SwingCouver,SwingCouver,2025-12-31,2026-01-04,http://www.swingcouver.com,2026,1,2026-01|2025-12,day,wsdc_calendar,,e7e7a651d2920a6285b6f722
SwingVester,SwingVester 2025,SwingVester,2025-12-31,2026-01-05,http://www.swingvester.com,2026,1,2026-01|2025-12,day,wsdc_calendar,,5b4aa9b92dbe5000ac54be48
UCWDC Country Dance World Championships,UCWDC Country Dance World Championships,UCWDC Country Dance World Championship,2026-01-01,2026-01-03,http://www.ucwdcworlds.com,2026,1,2026-01,day,wsdc_calendar,,92d34223f493e11c2161717f
BudaFest Open WCS Championships,BudaFest Open WCS Championships,BudaFest Open WCS Championships,2026-01-06,2026-01-11,http://wcs-budafest.com,2026,1,2026-01,day,wsdc_calendar,,1d65bfc2c43b7a1a634ca69d
Austin Swing Dance Championships,Austin Swing Dance Championships,Austin Swing Dance Championships,2026-01-15,2026-01-19,https://austinswingdance.com,2026,1,2026-01,day,wsdc_calendar,,23be7b8965ea6bf33d1e21b1
Monterey Swing Fest,Monterey Swing Fest,Monterey SwingFest,2026-01-15,2026-01-19,http://www.montereyswing.com,2026,1,2026-01,day,wsdc_calendar,,0eaa0ecb71ae515dd4ccd593
Avignon City Swing,Avignon City Swing,Avignon City Swing,2026-01-16,2026-01-18,https://www.avignoncityswing.com,2026,1,2026-01,day,wsdc_calendar,,24b6ae4353291c84ba799ba6
The Australian Classic WCSDC,The Australian Classic WCSDC,The Australian Classic WCSDC,2026-01-16,2026-01-18,https://www.dancewcsa.com.au/,2026,1,2026-01,day,wsdc_calendar,,d25f3820706728cf3059a6d0
Derby City Swing,Derby City Swing,Derby City Swing,2026-01-22,2026-01-25,https://derbycityswing.com/,2026,1,2026-01,day,wsdc_calendar,,b1395ed7c4967be7e7e382e1
Swing Resolution,Swing Resolution,Swing Resolution,2026-01-22,2026-01-26,http://www.swingresolution.com,2026,1,2026-01,day,wsdc_calendar,,287b8ec0031be515f41c3204
Freedom Swing Dance Challenge,Freedom Swing Dance Challenge,Freedom Swing Dance Challenge,2026-01-23,2026-01-25,https://freedomswingdance.com/,2026,1,2026-01,day,wsdc_calendar,,7538ee0bcb0744a297d2e71b
Paris Swing Classic,Paris Swing Classic,Paris Westie Fest,2026-01-23,2026-01-25,https://parisswingclassic.com,2026,1,2026-01,day,wsdc_calendar,,74d19ae1d5eafba58603acdd
Charlotte WestieFest,Charlotte WestieFest,Charlotte WestieFest,2026-01-29,2026-02-02,https://www.charlottewestiefest.com/,2026,2,2026-02|2026-01,day,wsdc_calendar,,6edbf8cf6a7d39e7ea710847
Swing & Snow,Swing & Snow,Swing & Snow,2026-02-05,2026-02-08,https://swingandsnow.ru/,2026,2,2026-02,day,wsdc_calendar,,dfe809060b4764d60697bcc4
Swingtzerland,Swingtzerland,Swingtzerland,2026-02-05,2026-02-08,https://swingtzerland.com/,2026,2,2026-02,day,wsdc_calendar,,bd7b3a4cc59339e49da91153
Waterloo Ontario Open West Coast Swing Championships,Waterloo Ontario Open West Coast Swing Championships,Waterloo Ontario Open West Coast Swing Championships,2026-02-05,2026-02-08,http://www.waterlooopenwcs.com,2026,2,2026-02,day,wsdc_calendar,,87e037f55908b7bff48a5808
Trinity Swing,Trinity Swing,Trinity Swing,2026-02-06,2026-02-08,http://Trinityswing.com,2026,2,2026-02,day,wsdc_calendar,,6cdf9cf2276cf47e99c112d1
WesterOz Swing,WesterOz Swing,WesterOz Swing,2026-02-06,2026-02-08,https://www.magneticdance.com.au/westeroz,2026,2,2026-02,day,wsdc_calendar,,3a526bbbd5aebfcb56097012
Capital Swing Convention,Capital Swing Convention,Capital Swing Dance Convention,2026-02-12,2026-02-15,https://www.capitalswingconvention.com/,2026,2,2026-02,day,wsdc_calendar,,a5beaae09ebb09f0edb5f55c
Prague Alchemy Swing,Prague Alchemy Swing,Prague Alchemy Swing,2026-02-13,2026-02-15,https://praguealchemyswing.cz/,2026,2,2026-02,day,wsdc_calendar,,eb8e76bbf4bdfcc42775fefc
Valentine Swing,Valentine Swing,Valentine Swing,2026-02-13,2026-02-15,http://valentineswing.dance,2026,2,2026-02,day,wsdc_calendar,,6a65a29d87459e1551149abb
Euro Dance Festival,Euro Dance Festival,Euro Dance Festival,2026-02-17,2026-02-21,https://www.euro-dance-festival.com,2026,2,2026-02,day,wsdc_calendar,,32d71c520a3dad3a960eb68c
Arousa Westie Fest,Arousa Westie Fest,Arousa Westie Fest,2026-02-19,2026-02-22,https://www.arousawestiefest.com,2026,2,2026-02,day,wsdc_calendar,,e3eaa4fec18cee34203b56fa
Swing Crush,Swing Crush,Swing Crush,2026-02-19,2026-02-23,https://swingcrush.com/,2026,2,2026-02,day,wsdc_calendar,,4a56c8671ddf23d4044297c3
Winter Coast Swing,Winter Coast Swing,Winter Coast Swing,2026-02-19,2026-02-22,http://www.wintercoastswing.com,2026,2,2026-02,day,wsdc_calendar,,9b4bfaefcd4b269c43d63aa8
Rose City Swing,Rose City Swing,Rose City Swing,2026-02-26,2026-03-01,https://rosecityswing.com,2026,3,2026-03|2026-02,day,wsdc_calendar,,d047d5803cdfe01646d5a845
Southern Lights Swing,Southern Lights Swing,Southern Lights Swing,2026-02-26,2026-03-02,http://www.southernlightsswing.com.au,2026,3,2026-03|2026-02,day,wsdc_calendar,,20b4d53ebd43fbf7531a4651
New York Flow Festival,New York Flow Festival,New York Flow Festival,2026-02-27,2026-03-01,https://www.flowfest.nyc,2026,3,2026-03|2026-02,day,wsdc_calendar,,d3f8b4c38a39b9772ff2c7af
MADjam (Mid Atlantic Dance Jam),MADjam (Mid Atlantic Dance Jam),MADjam,2026-03-05,2026-03-09,http://www.atlanticdancejam.com,2026,3,2026-03,day,wsdc_calendar,,f2395d70cde68ce6deeae092
High Desert Dance Classic,High Desert Dance Classic,High Desert Dance Classic,2026-03-06,2026-03-08,http://www.highdesertdanceclassic.com,2026,3,2026-03,day,wsdc_calendar,,a4ecad23f0fefba66e91e043
Swingvasion,Swingvasion,Swingvasion,2026-03-06,2026-03-08,http://Swingvasion.nz,2026,3,2026-03,day,wsdc_calendar,,229daae5b54edba0ebc0be9e
Westie Spring Thing,Westie Spring Thing,Westie Spring Thing,2026-03-11,2026-03-11,https://westiespringthing.com,2026,3,2026-03,day,wsdc_calendar,,65b2b4d602f4f6c7fbbf8912
All Star SwingJam,All Star SwingJam,All Star SwingJam,2026-03-12,2026-03-15,https://www.allstarswingjam.com/,2026,3,2026-03,day,wsdc_calendar,,881323a668405b009fbb6681
Dutch Open West Coast Swing,Dutch Open West Coast Swing,Dutch Open West Coast Swing,2026-03-12,2026-03-15,http://www.dutchopenwcs.com,2026,3,2026-03,day,wsdc_calendar,,f48642f39578653eddb4e7ab
West In Lyon,West In Lyon,West in Lyon,2026-03-12,2026-03-15,http://www.west-in-lyon.fr,2026,3,2026-03,day,wsdc_calendar,,58df44be02a74dbfb364fee6
Westie Spring Thing,Westie Spring Thing,Westie Spring Thing,2026-03-12,2026-03-15,https://westiespringthing.com,2026,3,2026-03,day,wsdc_calendar,,012c3e36c102a5c26d00036d
King Swing,King Swing,King Swing,2026-03-19,2026-03-23,http://kingswing.pl,2026,3,2026-03,day,wsdc_calendar,,8df6abbb7a51f8aea2f47710
The Chicago Classic,The Chicago Classic,The Chicago Classic,2026-03-19,,https://thechicagoclassic.com/,2026,3,2026-03,day_start_only,wsdc_calendar,invalid_end,f26ea82b3b8adacacfe47b9c
5280 Westival,5280 Westival,5280 Westival,2026-03-26,2026-03-30,https://www.5280westival.com,2026,3,2026-03,day,wsdc_calendar,,5976ec60358967b4e2bdbb70
H-Town Throw Down,H-Town Throw Down,Novice Invitational,2026-03-26,2026-03-29,http://htownthrowdownwcs.com,2026,3,2026-03,day,wsdc_calendar,,9f92418ed9f4abd2db86bd97
The Boston Tea Party,The Boston Tea Party,Boston Tea Party,2026-03-26,2026-03-30,http://teapartyswings.com,2026,3,2026-03,day,wsdc_calendar,,d16abd97724f1fb2f66d95c6
UK West Coast Swing Championships,UK West Coast Swing Championships,UK WCS Championships,2026-03-26,2026-03-30,https://www.ukwcschamps.com/,2026,3,2026-03,day,wsdc_calendar,,fa149888c50cccd53ec641d3
Easter Swing,Easter Swing 2026,Easter Swing,2026-04-02,2026-04-05,https://www.easterswing.org/,2026,4,2026-04,day,wsdc_calendar,,ea64465ad852e946a9b87154
Tulsa Spring Swing,Tulsa Spring Swing,Tulsa Spring Swing,2026-04-02,2026-04-05,http://www.TulsaSpringSwing.com,2026,4,2026-04,day,wsdc_calendar,,7cb7938ada357fa246fe620c
Calgary Dance Stampede,Calgary Dance Stampede,Calgary Dance Stampede,2026-04-09,2026-04-12,http://www.calgarydancestampede.com,2026,4,2026-04,day,wsdc_calendar,,4fbd3e7ba7f68d21e9cf8168
City of Angels WCS,City of Angels WCS,City of Angels WCS,2026-04-09,2026-04-12,http://cityofangelswcs.com,2026,4,2026-04,day,wsdc_calendar,,e3ca16627407079bb69e451f
Korean Open WCS Championships,Korean Open WCS Championships,Korean Open WCS Championships,2026-04-09,2026-04-12,https://www.kopenwcs.com,2026,4,2026-04,day,wsdc_calendar,,a4c2899cab150ebb154d4814
Swing In Capital,Swing In Capital,Swing In Capital,2026-04-09,2026-04-12,https://www.westcoastswingroma.it/swing-in-capital/,2026,4,2026-04,day,wsdc_calendar,,c038f9f9cdb297aa8027d81d
WESTY NANTES,WESTY NANTES,Westy Nantes,2026-04-10,2026-04-12,https://www.westynantes.com/,2026,4,2026-04,day,wsdc_calendar,,e709b5e501067b400de13ac1
Asia WCS Open XIII,Asia WCS Open XIII,Asia WCS Open XIII,2026-04-16,2026-04-19,https://www.asiawcsopen.com/,2026,4,2026-04,day,wsdc_calendar,,1af08bb6fa1819b9d6d8ade0
Swing in Bloom,Swing in Bloom,Swing in Bloom,2026-04-16,2026-04-19,http://www.swinginbloom.ca,2026,4,2026-04,day,wsdc_calendar,,01e4c28b33081ac2c11a57f7
Detonation Dance,Detonation Dance,Detonation Dance,2026-04-23,2026-04-26,http://www.DetonationDance.com,2026,4,2026-04,day,wsdc_calendar,,670ca1d087d119f6f457263b
HONEY FEST,HONEY FEST,HONEY FEST,2026-04-23,2026-04-26,https://t.me/honeyfest,2026,4,2026-04,day,wsdc_calendar,,d6b2c04813b83316c25c65c4
Slovenian Open,Slovenian Open,Slovenian Open,2026-04-23,2026-04-27,https://slovenianopen.dance/en,2026,4,2026-04,day,wsdc_calendar,,2d6f9bddf04a4c6a62eeca46
SwingIN Festival,SwingIN Festival,SwingIN Festival,2026-04-23,2026-04-26,http://www.swinginfestival.de,2026,4,2026-04,day,wsdc_calendar,,d9873a05f246ca17d824bd3c
Swingover,Swingover,Swingover,2026-04-23,2026-04-26,http://www.swingoverevent.com,2026,4,2026-04,day,wsdc_calendar,,4258b3cb0c08e743b1f8eace
Nordic WCS Championships,Nordic WCS Championships,Nordic WCS Championships,2026-04-30,2026-05-04,http://www.nordicwcschamps.com,2026,5,2026-05|2026-04,day,wsdc_calendar,,afa9c55db03c232c690cdffe
Spring Time Swing,Spring Time Swing,Spring Time Swing,2026-04-30,2026-05-04,https://springtimeswing.com/,2026,5,2026-05|2026-04,day,wsdc_calendar,,1a004a01f5e321d108f91c31
Swingin' Into Spring,Swingin' Into Spring,Swingin' Into Spring,2026-04-30,2026-05-03,http://www.sis.djkenm.com,2026,5,2026-05|2026-04,day,wsdc_calendar,,4c1ab8758fa888afa4fab381
BeeMAD,BeeMAD,BeeMAD,2026-05-01,2026-05-03,https://beemadwcs.com/,2026,5,2026-05,day,wsdc_calendar,,759be4c3ecb6b4c015cff548
Med in Swing,Med in Swing,Med in Swing,2026-05-07,2026-05-11,http://www.medinswing.rocks,2026,5,2026-05,day,wsdc_calendar,,1fb0cfc8d5e48bca8185e63b
SOM-Swing of Music,SOM-Swing of Music,SOM - Swing of Music,2026-05-07,2026-05-11,http://www.swingofmusic.com,2026,5,2026-05,day,wsdc_calendar,,bed8a3d5af173a8dd38b46b2
Westie Weekend,Westie Weekend,Dance Jam Jack & Jill Weekend,2026-05-08,2026-05-10,https://dancejamproductions.com/westieweekend/,2026,5,2026-05,day,wsdc_calendar,,9b72c449f6ba381d54a4da36
French Open WCS,French Open WCS,French Open West Coast Swing,2026-05-13,2026-05-18,http://www.fowcs.com,2026,5,2026-05,day,wsdc_calendar,,a2b952293afaa78f4d3e5c37
Gateway Swing Classic,Gateway Swing Classic,Gateway Swing Classic,2026-05-14,2026-05-17,http://gatewayswing.com,2026,5,2026-05,day,wsdc_calendar,,bee3599e057821610f6025c3
SOswing,SOswing,SOswing,2026-05-14,2026-05-17,https://www.soswingdance.com/,2026,5,2026-05,day,wsdc_calendar,,a749ba413dd6a34579d968e4
Canadian Swing Championships,Canadian Swing Championships,Canadian Swing Championships,2026-05-15,2026-05-18,https://www.canadianswingchampionships.com,2026,5,2026-05,day,wsdc_calendar,,1d50e040b097137b5b2273be
Swingsation,Swingsation 2026,Swingsation,2026-05-15,2026-05-18,https://rawconnection.com.au/swingsation/,2026,5,2026-05,day,wsdc_calendar,,f0b961c8c233d6ed3e2a5546
Texas Classic,Texas Classic,Texas Classic,2026-05-15,2026-05-16,http://Www.thetexasclassic.com,2026,5,2026-05,day,wsdc_calendar,,6c61ae996f240321384a9c1b
USA Grand National Dance Championships,USA Grand National Dance Championships,USA Grand Nationals,2026-05-21,2026-05-25,http://www.usagrandnationals.com,2026,5,2026-05,day,wsdc_calendar,,3edd82a18a11783145dfbcf9
Hungarian Open,Hungarian Open,Hungarian Open,2026-05-22,2026-05-24,http://wcs-ho.com,2026,5,2026-05,day,wsdc_calendar,,23994b92c254d6e2997003b6
Michigan Classic,Michigan Classic,Michigan Dance Classic,2026-05-28,2026-05-31,http://MichiganClassicSwing.com,2026,5,2026-05,day,wsdc_calendar,,237e295ad88bcc8152f66c13
Festival City Swing,Festival City Swing,Festival City Swing,2026-05-29,2026-06-01,http://www.fcswing.co.uk,2026,6,2026-06|2026-05,day,wsdc_calendar,,e7bdacffd5968eabd61af8d4
Nanaimo Dance Fusion,Nanaimo Dance Fusion,Nanaimo Dance Fusion,2026-05-29,2026-05-31,http://www.nanaimodancefusion.ca,2026,5,2026-05,day,wsdc_calendar,,26bdc30387cd2d73a5640bdf
Jack & Jill O'Rama,Jack & Jill O'Rama,Jack & Jill O'Rama,2026-06-04,2026-06-08,https://jackandjillorama.com/,2026,6,2026-06,day,wsdc_calendar,,b83fb7e44a2c289b4b51ef42
Orange Blossom Dance Festival,Orange Blossom Dance Festival,Orange Blossom Dance Festival,2026-06-04,2026-06-07,http://www.orangeblossomdance.net,2026,6,2026-06,day,wsdc_calendar,,f7401f4efa17fe51daae443c
Baltic Swing,Baltic Swing,Baltic Swing,2026-06-11,2026-06-15,http://www.balticswing.com,2026,6,2026-06,day,wsdc_calendar,,3baad3d89bcbadb7a1d39ad3
Dance N Play,Dance N Play (On Hiatus),Dance N Play,2026-06-18,2026-06-21,https://dancenplay.com/,2026,6,2026-06,day,wsdc_calendar,hiatus,f931682b18b046ab226942f4
Milan Swing Vibes,Milan Swing Vibes,Milan Swing Vibes,2026-06-18,2026-06-21,https://www.westcoastswingmilan.com/milanswingvibes/,2026,6,2026-06,day,wsdc_calendar,,c3091488ca1f76633db61d2f
D-Townswing,D-Townswing,D-Town Swing,2026-06-19,2026-06-21,http://www.d-townswing.com,2026,6,2026-06,day,wsdc_calendar,,4776de743b40dff244e23953
SWINGAPALOOZA,SWINGAPALOOZA,Swingapalooza,2026-06-19,2026-06-21,http://www.swingapaloozaevent.com,2026,6,2026-06,day,wsdc_calendar,,f0c87335fec3e92327f99dca
BaroqueSwing,BaroqueSwing,Barock Swing Ludwigsburg,2026-06-25,2026-06-28,https://baroqueswing.com,2026,6,2026-06,day,wsdc_calendar,,fbd321abcaa6e158438fcb62
Colorado Country Classic,Colorado Country Classic,Colorado Country Classic,2026-06-25,2026-06-28,https://coloradocountryclassic.net/,2026,6,2026-06,day,wsdc_calendar,,a196f56d82a8bb43a12d6aa4
Liberty Swing Dance Championships,Liberty Swing Dance Championships,Liberty Swing Dance Championships,2026-06-25,2026-06-28,http://www.libertyswing.com,2026,6,2026-06,day,wsdc_calendar,,57625adf022686024624614a
NeverlandSwing Dutch Swing Championships,NeverlandSwing Dutch Swing Championships 2026,Neverland Swing,2026-06-25,2026-06-29,http://www.neverlandswing.com,2026,6,2026-06,day,wsdc_calendar,,c914cb5b7177e133ea1c58ee
Swing Fiction,Swing Fiction,Swing Fiction,2026-06-26,2026-06-28,https://www.swingfiction.cz/,2026,6,2026-06,day,wsdc_calendar,,785324c885170457da3e02fe
Americano Dance Camp,Americano Dance Camp,Americano Dance Camp,2026-07-02,2026-07-06,https://t.me/americamodancecamp https://vk.com/americano2025,2026,7,2026-07,day,wsdc_calendar,,2978df331af9bc6c3ebcdac7
