update_date,division,role,type,count_dancer
2025-07-29,Champion,Follower,allowed,185
2025-07-29,Champion,Follower,required,88
2025-07-29,Champion,Leader,allowed,183
2025-07-29,Champion,Leader,required,83
2025-07-29,Intermediate,Follower,allowed,3050
2025-07-29,Intermediate,Follower,required,2321
2025-07-29,Intermediate,Leader,allowed,2392
2025-07-29,Intermediate,Leader,required,1845
2025-07-29,Newcomer,Follower,required,1416
2025-07-29,Novice,Follower,allowed,9527
2025-07-29,Novice,Follower,required,9102
2025-07-29,Novice,Leader,allowed,5924
2025-07-29,Novice,Leader,required,6690
2025-08-06,Advanced,Follower,allowed,1588
2025-08-06,Advanced,Follower,required,1375
2025-08-06,Advanced,Leader,allowed,1368
2025-08-06,Advanced,Leader,required,1190
2025-08-06,All-Star,Follower,allowed,483
2025-08-06,All-Star,Follower,required,527
2025-08-06,All-Star,Leader,allowed,447
2025-08-06,All-Star,Leader,required,506
2025-08-06,Champion,Follower,allowed,185
2025-08-06,Champion,Follower,required,88
2025-08-06,Champion,Leader,allowed,183
2025-08-06,Champion,Leader,required,83
2025-08-06,Intermediate,Follower,allowed,3053
2025-08-06,Intermediate,Follower,required,2325
2025-08-06,Intermediate,Leader,allowed,2394
2025-08-06,Intermediate,Leader,required,1850
2025-08-06,Newcomer,Follower,required,1417
2025-08-06,Novice,Follower,allowed,9563
2025-08-06,Novice,Follower,required,9140
2025-08-06,Novice,Leader,allowed,5948
2025-08-06,Novice,Leader,required,6711
2025-08-14,Advanced,Follower,allowed,1590
2025-08-14,Advanced,Follower,required,1380
2025-08-14,Advanced,Leader,allowed,1372
2025-08-14,Advanced,Leader,required,1190
2025-08-14,All-Star,Follower,allowed,484
2025-08-14,All-Star,Follower,required,529
2025-08-14,All-Star,Leader,allowed,450
2025-08-14,All-Star,Leader,required,507
2025-08-14,Champion,Follower,allowed,185
2025-08-14,Champion,Follower,required,88
2025-08-14,Champion,Leader,allowed,183
2025-08-14,Champion,Leader,required,83
2025-08-14,Intermediate,Follower,allowed,3066
2025-08-14,Intermediate,Follower,required,2326
2025-08-14,Intermediate,Leader,allowed,2395
2025-08-14,Intermediate,Leader,required,1856
2025-08-14,Newcomer,Follower,required,1418
2025-08-14,Novice,Follower,allowed,9499
2025-08-14,Novice,Follower,required,9083
2025-08-14,Novice,Leader,allowed,6030
2025-08-14,Novice,Leader,required,6794
2025-08-15,Advanced,Follower,allowed,1591
2025-08-15,Advanced,Follower,required,1380
2025-08-15,Advanced,Leader,allowed,1372
2025-08-15,Advanced,Leader,required,1190
2025-08-15,All-Star,Follower,allowed,484
2025-08-15,All-Star,Follower,required,529
2025-08-15,All-Star,Leader,allowed,450
2025-08-15,All-Star,Leader,required,507
2025-08-15,Champion,Follower,allowed,185
2025-08-15,Champion,Follower,required,88
2025-08-15,Champion,Leader,allowed,183
2025-08-15,Champion,Leader,required,83
2025-08-15,Intermediate,Follower,allowed,3066
2025-08-15,Intermediate,Follower,required,2327
2025-08-15,Intermediate,Leader,allowed,2395
2025-08-15,Intermediate,Leader,required,1856
2025-08-15,Newcomer,Follower,required,1418
2025-08-15,Novice,Follower,allowed,9500
2025-08-15,Novice,Follower,required,9084
2025-08-15,Novice,Leader,allowed,6032
2025-08-15,Novice,Leader,required,6796
2025-08-19,Advanced,Follower,allowed,1593
2025-08-19,Advanced,Follower,required,1382
2025-08-19,Advanced,Leader,allowed,1376
2025-08-19,Advanced,Leader,required,1195
2025-08-19,All-Star,Follower,allowed,486
2025-08-19,All-Star,Follower,required,531
2025-08-19,All-Star,Leader,allowed,450
2025-08-19,All-Star,Leader,required,506
2025-08-19,Champion,Follower,allowed,185
2025-08-19,Champion,Follower,required,87
2025-08-19,Champion,Leader,allowed,183
2025-08-19,Champion,Leader,required,84
2025-08-19,Intermediate,Follower,allowed,3074
2025-08-19,Intermediate,Follower,required,2328
2025-08-19,Intermediate,Leader,allowed,2401
2025-08-19,Intermediate,Leader,required,1855
2025-08-19,Newcomer,Follower,required,1419
2025-08-19,Novice,Follower,allowed,9524
2025-08-19,Novice,Follower,required,9115
2025-08-19,Novice,Leader,allowed,6034
2025-08-19,Novice,Leader,required,6804
2025-08-31,Advanced,Follower,allowed,1594
2025-08-31,Advanced,Follower,required,1381
2025-08-31,Advanced,Leader,allowed,1378
2025-08-31,Advanced,Leader,required,1195
2025-08-31,All-Star,Follower,allowed,486
2025-08-31,All-Star,Follower,required,532
2025-08-31,All-Star,Leader,allowed,450
2025-08-31,All-Star,Leader,required,507
2025-08-31,Champion,Follower,allowed,186
2025-08-31,Champion,Follower,required,87
2025-08-31,Champion,Leader,allowed,183
2025-08-31,Champion,Leader,required,84
2025-08-31,Intermediate,Follower,allowed,3074
2025-08-31,Intermediate,Follower,required,2330
2025-08-31,Intermediate,Leader,allowed,2400
2025-08-31,Intermediate,Leader,required,1855
2025-08-31,Newcomer,Follower,required,1421
2025-08-31,Novice,Follower,allowed,9538
2025-08-31,Novice,Follower,required,9127
2025-08-31,Novice,Leader,allowed,6042
2025-08-31,Novice,Leader,required,6812
2025-09-05,Advanced,Follower,allowed,1599
2025-09-05,Advanced,Follower,required,1386
2025-09-05,Advanced,Leader,allowed,1383
2025-09-05,Advanced,Leader,required,1196
2025-09-05,All-Star,Follower,allowed,485
2025-09-05,All-Star,Follower,required,533
2025-09-05,All-Star,Leader,allowed,450
2025-09-05,All-Star,Leader,required,507
2025-09-05,Champion,Follower,allowed,187
2025-09-05,Champion,Follower,required,87
2025-09-05,Champion,Leader,allowed,183
2025-09-05,Champion,Leader,required,84
2025-09-05,Intermediate,Follower,allowed,3087
2025-09-05,Intermediate,Follower,required,2334
2025-09-05,Intermediate,Leader,allowed,2408
2025-09-05,Intermediate,Leader,required,1859
2025-09-05,Newcomer,Follower,required,1421
2025-09-05,Novice,Follower,allowed,9559
2025-09-05,Novice,Follower,required,9156
2025-09-05,Novice,Leader,allowed,6050
2025-09-05,Novice,Leader,required,6828
2025-09-09,Advanced,Follower,allowed,1599
2025-09-09,Advanced,Follower,required,1386
2025-09-09,Advanced,Leader,allowed,1385
2025-09-09,Advanced,Leader,required,1197
2025-09-09,All-Star,Follower,allowed,486
2025-09-09,All-Star,Follower,required,534
2025-09-09,All-Star,Leader,allowed,450
2025-09-09,All-Star,Leader,required,509
2025-09-09,Champion,Follower,allowed,187
2025-09-09,Champion,Follower,required,87
2025-09-09,Champion,Leader,allowed,183
2025-09-09,Champion,Leader,required,84
2025-09-09,Intermediate,Follower,allowed,3092
2025-09-09,Intermediate,Follower,required,2341
2025-09-09,Intermediate,Leader,allowed,2411
2025-09-09,Intermediate,Leader,required,1861
2025-09-09,Newcomer,Follower,required,1421
2025-09-09,Novice,Follower,allowed,9584
2025-09-09,Novice,Follower,required,9179
2025-09-09,Novice,Leader,allowed,6062
2025-09-09,Novice,Leader,required,6840
2025-09-16,Advanced,Follower,allowed,1602
2025-09-16,Advanced,Follower,required,1387
2025-09-16,Advanced,Leader,allowed,1382
2025-09-16,Advanced,Leader,required,1197
2025-09-16,All-Star,Follower,allowed,487
2025-09-16,All-Star,Follower,required,534
2025-09-16,All-Star,Leader,allowed,452
2025-09-16,All-Star,Leader,required,509
2025-09-16,Champion,Follower,allowed,187
2025-09-16,Champion,Follower,required,87
2025-09-16,Champion,Leader,allowed,183
2025-09-16,Champion,Leader,required,84
2025-09-16,Intermediate,Follower,allowed,3096
2025-09-16,Intermediate,Follower,required,2347
2025-09-16,Intermediate,Leader,allowed,2413
2025-09-16,Intermediate,Leader,required,1861
2025-09-16,Newcomer,Follower,required,1422
2025-09-16,Novice,Follower,allowed,9590
2025-09-16,Novice,Follower,required,9185
2025-09-16,Novice,Leader,allowed,6068
2025-09-16,Novice,Leader,required,6847
2025-09-23,Advanced,Follower,allowed,1605
2025-09-23,Advanced,Follower,required,1388
2025-09-23,Advanced,Leader,allowed,1379
2025-09-23,Advanced,Leader,required,1197
2025-09-23,All-Star,Follower,allowed,487
2025-09-23,All-Star,Follower,required,535
2025-09-23,All-Star,Leader,allowed,457
2025-09-23,All-Star,Leader,required,514
2025-09-23,Champion,Follower,allowed,189
2025-09-23,Champion,Follower,required,87
2025-09-23,Champion,Leader,allowed,183
2025-09-23,Champion,Leader,required,83
2025-09-23,Intermediate,Follower,allowed,3103
2025-09-23,Intermediate,Follower,required,2353
2025-09-23,Intermediate,Leader,allowed,2418
2025-09-23,Intermediate,Leader,required,1863
2025-09-23,Newcomer,Follower,required,1422
2025-09-23,Novice,Follower,allowed,9621
2025-09-23,Novice,Follower,required,9220
2025-09-23,Novice,Leader,allowed,6094
2025-09-23,Novice,Leader,required,6874
2025-09-30,Advanced,Follower,allowed,1605
2025-09-30,Advanced,Follower,required,1391
2025-09-30,Advanced,Leader,allowed,1381
2025-09-30,Advanced,Leader,required,1199
2025-09-30,All-Star,Follower,allowed,487
2025-09-30,All-Star,Follower,required,536
2025-09-30,All-Star,Leader,allowed,457
2025-09-30,All-Star,Leader,required,514
2025-09-30,Champion,Follower,allowed,189
2025-09-30,Champion,Follower,required,87
2025-09-30,Champion,Leader,allowed,183
2025-09-30,Champion,Leader,required,83
2025-09-30,Intermediate,Follower,allowed,3112
2025-09-30,Intermediate,Follower,required,2358
2025-09-30,Intermediate,Leader,allowed,2420
2025-09-30,Intermediate,Leader,required,1867
2025-09-30,Newcomer,Follower,required,1424
2025-09-30,Novice,Follower,allowed,9638
2025-09-30,Novice,Follower,required,9235
2025-09-30,Novice,Leader,allowed,6104
2025-09-30,Novice,Leader,required,6882
2025-10-07,Advanced,Follower,allowed,1603
2025-10-07,Advanced,Follower,required,1392
2025-10-07,Advanced,Leader,allowed,1384
2025-10-07,Advanced,Leader,required,1202
2025-10-07,All-Star,Follower,allowed,488
2025-10-07,All-Star,Follower,required,535
2025-10-07,All-Star,Leader,allowed,457
2025-10-07,All-Star,Leader,required,513
2025-10-07,Champion,Follower,allowed,190
2025-10-07,Champion,Follower,required,88
2025-10-07,Champion,Leader,allowed,183
2025-10-07,Champion,Leader,required,83
2025-10-07,Intermediate,Follower,allowed,3119
2025-10-07,Intermediate,Follower,required,2361
2025-10-07,Intermediate,Leader,allowed,2425
2025-10-07,Intermediate,Leader,required,1867
2025-10-07,Newcomer,Follower,required,1424
2025-10-07,Novice,Follower,allowed,9649
2025-10-07,Novice,Follower,required,9249
2025-10-07,Novice,Leader,allowed,6116
2025-10-07,Novice,Leader,required,6900
2025-10-16,Advanced,Follower,allowed,1604
2025-10-16,Advanced,Follower,required,1391
2025-10-16,Advanced,Leader,allowed,1387
2025-10-16,Advanced,Leader,required,1201
2025-10-16,All-Star,Follower,allowed,488
2025-10-16,All-Star,Follower,required,537
2025-10-16,All-Star,Leader,allowed,458
2025-10-16,All-Star,Leader,required,515
2025-10-16,Champion,Follower,allowed,190
2025-10-16,Champion,Follower,required,88
2025-10-16,Champion,Leader,allowed,184
2025-10-16,Champion,Leader,required,83
2025-10-16,Intermediate,Follower,allowed,3127
2025-10-16,Intermediate,Follower,required,2367
2025-10-16,Intermediate,Leader,allowed,2425
2025-10-16,Intermediate,Leader,required,1872
2025-10-16,Newcomer,Follower,required,1423
2025-10-16,Novice,Follower,allowed,9666
2025-10-16,Novice,Follower,required,9269
2025-10-16,Novice,Leader,allowed,6124
2025-10-16,Novice,Leader,required,6907
2025-10-25,Advanced,Follower,allowed,1604
2025-10-25,Advanced,Follower,required,1393
2025-10-25,Advanced,Leader,allowed,1388
2025-10-25,Advanced,Leader,required,1202
2025-10-25,All-Star,Follower,allowed,488
2025-10-25,All-Star,Follower,required,536
2025-10-25,All-Star,Leader,allowed,458
2025-10-25,All-Star,Leader,required,514
2025-10-25,Champion,Follower,allowed,190
2025-10-25,Champion,Follower,required,89
2025-10-25,Champion,Leader,allowed,184
2025-10-25,Champion,Leader,required,84
2025-10-25,Intermediate,Follower,allowed,3133
2025-10-25,Intermediate,Follower,required,2371
2025-10-25,Intermediate,Leader,allowed,2430
2025-10-25,Intermediate,Leader,required,1879
2025-10-25,Newcomer,Follower,required,1422
2025-10-25,Novice,Follower,allowed,9687
2025-10-25,Novice,Follower,required,9291
2025-10-25,Novice,Leader,allowed,6134
2025-10-25,Novice,Leader,required,6915
2025-10-29,Advanced,Follower,allowed,1610
2025-10-29,Advanced,Follower,required,1396
2025-10-29,Advanced,Leader,allowed,1391
2025-10-29,Advanced,Leader,required,1204
2025-10-29,All-Star,Follower,allowed,489
2025-10-29,All-Star,Follower,required,537
2025-10-29,All-Star,Leader,allowed,459
2025-10-29,All-Star,Leader,required,514
2025-10-29,Champion,Follower,allowed,190
2025-10-29,Champion,Follower,required,89
2025-10-29,Champion,Leader,allowed,184
2025-10-29,Champion,Leader,required,84
2025-10-29,Intermediate,Follower,allowed,3140
2025-10-29,Intermediate,Follower,required,2382
2025-10-29,Intermediate,Leader,allowed,2439
2025-10-29,Intermediate,Leader,required,1884
2025-10-29,Newcomer,Follower,required,1421
2025-10-29,Novice,Follower,allowed,9732
2025-10-29,Novice,Follower,required,9336
2025-10-29,Novice,Leader,allowed,6162
2025-10-29,Novice,Leader,required,6949
2025-11-08,Advanced,Follower,allowed,1612
2025-11-08,Advanced,Follower,required,1399
2025-11-08,Advanced,Leader,allowed,1393
2025-11-08,Advanced,Leader,required,1206
2025-11-08,All-Star,Follower,allowed,491
2025-11-08,All-Star,Follower,required,538
2025-11-08,All-Star,Leader,allowed,463
2025-11-08,All-Star,Leader,required,515
2025-11-08,Champion,Follower,allowed,191
2025-11-08,Champion,Follower,required,89
2025-11-08,Champion,Leader,allowed,184
2025-11-08,Champion,Leader,required,84
2025-11-08,Intermediate,Follower,allowed,3149
2025-11-08,Intermediate,Follower,required,2387
2025-11-08,Intermediate,Leader,allowed,2444
2025-11-08,Intermediate,Leader,required,1885
2025-11-08,Newcomer,Follower,required,1421
2025-11-08,Novice,Follower,allowed,9758
2025-11-08,Novice,Follower,required,9367
2025-11-08,Novice,Leader,allowed,6181
2025-11-08,Novice,Leader,required,6975
2025-11-10,Advanced,Follower,allowed,1614
2025-11-10,Advanced,Follower,required,1401
2025-11-10,Advanced,Leader,allowed,1395
2025-11-10,Advanced,Leader,required,1210
2025-11-10,All-Star,Follower,allowed,492
2025-11-10,All-Star,Follower,required,539
2025-11-10,All-Star,Leader,allowed,464
2025-11-10,All-Star,Leader,required,515
2025-11-10,Champion,Follower,allowed,191
2025-11-10,Champion,Follower,required,89
2025-11-10,Champion,Leader,allowed,184
2025-11-10,Champion,Leader,required,84
2025-11-10,Intermediate,Follower,allowed,3152
2025-11-10,Intermediate,Follower,required,2388
2025-11-10,Intermediate,Leader,allowed,2450
2025-11-10,Intermediate,Leader,required,1887
2025-11-10,Newcomer,Follower,required,1421
2025-11-10,Novice,Follower,allowed,9787
2025-11-10,Novice,Follower,required,9398
2025-11-10,Novice,Leader,allowed,6200
2025-11-10,Novice,Leader,required,6997
2025-11-19,Advanced,Follower,allowed,1616
2025-11-19,Advanced,Follower,required,1405
2025-11-19,Advanced,Leader,allowed,1398
2025-11-19,Advanced,Leader,required,1214
2025-11-19,All-Star,Follower,allowed,494
2025-11-19,All-Star,Follower,required,540
2025-11-19,All-Star,Leader,allowed,465
2025-11-19,All-Star,Leader,required,515
2025-11-19,Champion,Follower,allowed,191
2025-11-19,Champion,Follower,required,89
2025-11-19,Champion,Leader,allowed,184
2025-11-19,Champion,Leader,required,84
2025-11-19,Intermediate,Follower,allowed,3157
2025-11-19,Intermediate,Follower,required,2388
2025-11-19,Intermediate,Leader,allowed,2453
2025-11-19,Intermediate,Leader,required,1889
2025-11-19,Newcomer,Follower,required,1421
2025-11-19,Novice,Follower,allowed,9816
2025-11-19,Novice,Follower,required,9431
2025-11-19,Novice,Leader,allowed,6221
2025-11-19,Novice,Leader,required,7019
2025-11-25,Advanced,Follower,allowed,1617
2025-11-25,Advanced,Follower,required,1404
2025-11-25,Advanced,Leader,allowed,1398
2025-11-25,Advanced,Leader,required,1214
2025-11-25,All-Star,Follower,allowed,494
2025-11-25,All-Star,Follower,required,541
2025-11-25,All-Star,Leader,allowed,465
2025-11-25,All-Star,Leader,required,515
2025-11-25,Champion,Follower,allowed,191
2025-11-25,Champion,Follower,required,89
2025-11-25,Champion,Leader,allowed,184
2025-11-25,Champion,Leader,required,84
2025-11-25,Intermediate,Follower,allowed,3159
2025-11-25,Intermediate,Follower,required,2388
2025-11-25,Intermediate,Leader,allowed,2456
2025-11-25,Intermediate,Leader,required,1890
2025-11-25,Newcomer,Follower,required,1421
2025-11-25,Novice,Follower,allowed,9821
2025-11-25,Novice,Follower,required,9439
2025-11-25,Novice,Leader,allowed,6221
2025-11-25,Novice,Leader,required,7021
2025-12-04,Advanced,Follower,allowed,1620
2025-12-04,Advanced,Follower,required,1404
2025-12-04,Advanced,Leader,allowed,1398
2025-12-04,Advanced,Leader,required,1215
2025-12-04,All-Star,Follower,allowed,494
2025-12-04,All-Star,Follower,required,541
2025-12-04,All-Star,Leader,allowed,465
2025-12-04,All-Star,Leader,required,515
2025-12-04,Champion,Follower,allowed,191
2025-12-04,Champion,Follower,required,89
2025-12-04,Champion,Leader,allowed,184
2025-12-04,Champion,Leader,required,84
2025-12-04,Intermediate,Follower,allowed,3163
2025-12-04,Intermediate,Follower,required,2390
2025-12-04,Intermediate,Leader,allowed,2458
2025-12-04,Intermediate,Leader,required,1890
2025-12-04,Newcomer,Follower,required,1422
2025-12-04,Novice,Follower,allowed,9823
2025-12-04,Novice,Follower,required,9445
2025-12-04,Novice,Leader,allowed,6224
2025-12-04,Novice,Leader,required,7025
2025-12-11,Advanced,Follower,allowed,1624
2025-12-11,Advanced,Follower,required,1404
2025-12-11,Advanced,Leader,allowed,1401
2025-12-11,Advanced,Leader,required,1215
2025-12-11,All-Star,Follower,allowed,495
2025-12-11,All-Star,Follower,required,543
2025-12-11,All-Star,Leader,allowed,466
2025-12-11,All-Star,Leader,required,516
2025-12-11,Champion,Follower,allowed,191
2025-12-11,Champion,Follower,required,89
2025-12-11,Champion,Leader,allowed,184
2025-12-11,Champion,Leader,required,84
2025-12-11,Intermediate,Follower,allowed,3168
2025-12-11,Intermediate,Follower,required,2395
2025-12-11,Intermediate,Leader,allowed,2460
2025-12-11,Intermediate,Leader,required,1895
2025-12-11,Newcomer,Follower,required,1423
2025-12-11,Novice,Follower,allowed,9833
2025-12-11,Novice,Follower,required,9457
2025-12-11,Novice,Leader,allowed,6233
2025-12-11,Novice,Leader,required,7034
2025-12-17,Advanced,Follower,allowed,1624
2025-12-17,Advanced,Follower,required,1407
2025-12-17,Advanced,Leader,allowed,1402
2025-12-17,Advanced,Leader,required,1217
2025-12-17,All-Star,Follower,allowed,496
2025-12-17,All-Star,Follower,required,543
2025-12-17,All-Star,Leader,allowed,467
2025-12-17,All-Star,Leader,required,517
2025-12-17,Champion,Follower,allowed,191
2025-12-17,Champion,Follower,required,89
2025-12-17,Champion,Leader,allowed,184
2025-12-17,Champion,Leader,required,84
2025-12-17,Intermediate,Follower,allowed,3178
2025-12-17,Intermediate,Follower,required,2401
2025-12-17,Intermediate,Leader,allowed,2461
2025-12-17,Intermediate,Leader,required,1895
2025-12-17,Newcomer,Follower,required,1422
2025-12-17,Novice,Follower,allowed,9844
2025-12-17,Novice,Follower,required,9471
2025-12-17,Novice,Leader,allowed,6245
2025-12-17,Novice,Leader,required,7046
2026-01-06,Advanced,Follower,allowed,1624
2026-01-06,Advanced,Follower,required,1414
2026-01-06,Advanced,Leader,allowed,1406
2026-01-06,Advanced,Leader,required,1221
2026-01-06,All-Star,Follower,allowed,499
2026-01-06,All-Star,Follower,required,543
2026-01-06,All-Star,Leader,allowed,467
2026-01-06,All-Star,Leader,required,519
2026-01-06,Champion,Follower,allowed,191
2026-01-06,Champion,Follower,required,89
2026-01-06,Champion,Leader,allowed,186
2026-01-06,Champion,Leader,required,84
2026-01-06,Intermediate,Follower,allowed,3188
2026-01-06,Intermediate,Follower,required,2400
2026-01-06,Intermediate,Leader,allowed,2466
2026-01-06,Intermediate,Leader,required,1899
2026-01-06,Newcomer,Follower,required,1425
2026-01-06,Novice,Follower,allowed,9871
2026-01-06,Novice,Follower,required,9502
2026-01-06,Novice,Leader,allowed,6265
2026-01-06,Novice,Leader,required,7067
2026-01-09,Advanced,Follower,allowed,1624
2026-01-09,Advanced,Follower,required,1413
2026-01-09,Advanced,Leader,allowed,1407
2026-01-09,Advanced,Leader,required,1223
2026-01-09,All-Star,Follower,allowed,499
2026-01-09,All-Star,Follower,required,547
2026-01-09,All-Star,Leader,allowed,467
2026-01-09,All-Star,Leader,required,520
2026-01-09,Champion,Follower,allowed,191
2026-01-09,Champion,Follower,required,89
2026-01-09,Champion,Leader,allowed,186
2026-01-09,Champion,Leader,required,84
2026-01-09,Intermediate,Follower,allowed,3194
2026-01-09,Intermediate,Follower,required,2399
2026-01-09,Intermediate,Leader,allowed,2469
2026-01-09,Intermediate,Leader,required,1899
2026-01-09,Newcomer,Follower,required,1427
2026-01-09,Novice,Follower,allowed,9881
2026-01-09,Novice,Follower,required,9514
2026-01-09,Novice,Leader,allowed,6276
2026-01-09,Novice,Leader,required,7079
2026-01-13,Advanced,Follower,allowed,1624
2026-01-13,Advanced,Follower,required,1413
2026-01-13,Advanced,Leader,allowed,1406
2026-01-13,Advanced,Leader,required,1223
2026-01-13,All-Star,Follower,allowed,500
2026-01-13,All-Star,Follower,required,547
2026-01-13,All-Star,Leader,allowed,469
2026-01-13,All-Star,Leader,required,520
2026-01-13,Champion,Follower,allowed,191
2026-01-13,Champion,Follower,required,89
2026-01-13,Champion,Leader,allowed,186
2026-01-13,Champion,Leader,required,84
2026-01-13,Intermediate,Follower,allowed,3195
2026-01-13,Intermediate,Follower,required,2402
2026-01-13,Intermediate,Leader,allowed,2473
2026-01-13,Intermediate,Leader,required,1907
2026-01-13,Newcomer,Follower,required,1427
2026-01-13,Novice,Follower,allowed,9890
2026-01-13,Novice,Follower,required,9522
2026-01-13,Novice,Leader,allowed,6279
2026-01-13,Novice,Leader,required,7079
2026-01-21,Advanced,Follower,allowed,1625
2026-01-21,Advanced,Follower,required,1414
2026-01-21,Advanced,Leader,allowed,1406
2026-01-21,Advanced,Leader,required,1222
2026-01-21,All-Star,Follower,allowed,501
2026-01-21,All-Star,Follower,required,546
2026-01-21,All-Star,Leader,allowed,469
2026-01-21,All-Star,Leader,required,517
2026-01-21,Champion,Follower,allowed,191
2026-01-21,Champion,Follower,required,92
2026-01-21,Champion,Leader,allowed,187
2026-01-21,Champion,Leader,required,88
2026-01-21,Intermediate,Follower,allowed,3200
2026-01-21,Intermediate,Follower,required,2409
2026-01-21,Intermediate,Leader,allowed,2475
2026-01-21,Intermediate,Leader,required,1912
2026-01-21,Newcomer,Follower,required,1427
2026-01-21,Novice,Follower,allowed,9901
2026-01-21,Novice,Follower,required,9530
2026-01-21,Novice,Leader,allowed,6299
2026-01-21,Novice,Leader,required,7097
2026-01-26,Advanced,Follower,allowed,1628
2026-01-26,Advanced,Follower,required,1418
2026-01-26,Advanced,Leader,allowed,1408
2026-01-26,Advanced,Leader,required,1223
2026-01-26,All-Star,Follower,allowed,500
2026-01-26,All-Star,Follower,required,548
2026-01-26,All-Star,Leader,allowed,470
2026-01-26,All-Star,Leader,required,518
2026-01-26,Champion,Follower,allowed,192
2026-01-26,Champion,Follower,required,92
2026-01-26,Champion,Leader,allowed,187
2026-01-26,Champion,Leader,required,88
2026-01-26,Intermediate,Follower,allowed,3208
2026-01-26,Intermediate,Follower,required,2412
2026-01-26,Intermediate,Leader,allowed,2479
2026-01-26,Intermediate,Leader,required,1917
2026-01-26,Newcomer,Follower,required,1428
2026-01-26,Novice,Follower,allowed,9921
2026-01-26,Novice,Follower,required,9551
2026-01-26,Novice,Leader,allowed,6320
2026-01-26,Novice,Leader,required,7118
2026-02-03,Advanced,Follower,allowed,1628
2026-02-03,Advanced,Follower,required,1418
2026-02-03,Advanced,Leader,allowed,1409
2026-02-03,Advanced,Leader,required,1224
2026-02-03,All-Star,Follower,allowed,501
2026-02-03,All-Star,Follower,required,548
2026-02-03,All-Star,Leader,allowed,470
2026-02-03,All-Star,Leader,required,518
2026-02-03,Champion,Follower,allowed,192
2026-02-03,Champion,Follower,required,92
2026-02-03,Champion,Leader,allowed,187
2026-02-03,Champion,Leader,required,88
2026-02-03,Intermediate,Follower,allowed,3210
2026-02-03,Intermediate,Follower,required,2414
2026-02-03,Intermediate,Leader,allowed,2479
2026-02-03,Intermediate,Leader,required,1918
2026-02-03,Newcomer,Follower,required,1428
2026-02-03,Novice,Follower,allowed,9929
2026-02-03,Novice,Follower,required,9560
2026-02-03,Novice,Leader,allowed,6325
2026-02-03,Novice,Leader,required,7122
2026-02-09,Advanced,Follower,allowed,1630
2026-02-09,Advanced,Follower,required,1420
2026-02-09,Advanced,Leader,allowed,1412
2026-02-09,Advanced,Leader,required,1230
2026-02-09,All-Star,Follower,allowed,502
2026-02-09,All-Star,Follower,required,549
2026-02-09,All-Star,Leader,allowed,470
2026-02-09,All-Star,Leader,required,518
2026-02-09,Champion,Follower,allowed,192
2026-02-09,Champion,Follower,required,92
2026-02-09,Champion,Leader,allowed,187
2026-02-09,Champion,Leader,required,88
2026-02-09,Intermediate,Follower,allowed,3214
2026-02-09,Intermediate,Follower,required,2417
2026-02-09,Intermediate,Leader,allowed,2481
2026-02-09,Intermediate,Leader,required,1917
2026-02-09,Newcomer,Follower,required,1427
2026-02-09,Novice,Follower,allowed,9950
2026-02-09,Novice,Follower,required,9583
2026-02-09,Novice,Leader,allowed,6339
2026-02-09,Novice,Leader,required,7136
2026-02-17,Advanced,Follower,allowed,1632
2026-02-17,Advanced,Follower,required,1421
2026-02-17,Advanced,Leader,allowed,1414
2026-02-17,Advanced,Leader,required,1232
2026-02-17,All-Star,Follower,allowed,505
2026-02-17,All-Star,Follower,required,548
2026-02-17,All-Star,Leader,allowed,470
2026-02-17,All-Star,Leader,required,519
2026-02-17,Champion,Follower,allowed,192
2026-02-17,Champion,Follower,required,93
2026-02-17,Champion,Leader,allowed,187
2026-02-17,Champion,Leader,required,88
2026-02-17,Intermediate,Follower,allowed,3218
2026-02-17,Intermediate,Follower,required,2419
2026-02-17,Intermediate,Leader,allowed,2483
2026-02-17,Intermediate,Leader,required,1915
2026-02-17,Newcomer,Follower,required,1428
2026-02-17,Novice,Follower,allowed,9953
2026-02-17,Novice,Follower,required,9591
2026-02-17,Novice,Leader,allowed,6350
2026-02-17,Novice,Leader,required,7150
2026-02-25,Advanced,Follower,allowed,1635
2026-02-25,Advanced,Follower,required,1422
2026-02-25,Advanced,Leader,allowed,1412
2026-02-25,Advanced,Leader,required,1233
2026-02-25,All-Star,Follower,allowed,506
2026-02-25,All-Star,Follower,required,549
2026-02-25,All-Star,Leader,allowed,473
2026-02-25,All-Star,Leader,required,522
2026-02-25,Champion,Follower,allowed,192
2026-02-25,Champion,Follower,required,93
2026-02-25,Champion,Leader,allowed,187
2026-02-25,Champion,Leader,required,88
2026-02-25,Intermediate,Follower,allowed,3225
2026-02-25,Intermediate,Follower,required,2425
2026-02-25,Intermediate,Leader,allowed,2488
2026-02-25,Intermediate,Leader,required,1923
2026-02-25,Newcomer,Follower,required,1429
2026-02-25,Novice,Follower,allowed,9975
2026-02-25,Novice,Follower,required,9615
2026-02-25,Novice,Leader,allowed,6372
2026-02-25,Novice,Leader,required,7166
2026-03-06,Advanced,Follower,allowed,1637
2026-03-06,Advanced,Follower,required,1424
2026-03-06,Advanced,Leader,allowed,1415
2026-03-06,Advanced,Leader,required,1237
2026-03-06,All-Star,Follower,allowed,508
2026-03-06,All-Star,Follower,required,549
2026-03-06,All-Star,Leader,allowed,474
2026-03-06,All-Star,Leader,required,522
2026-03-06,Champion,Follower,allowed,192
