update_date,division,role,type_options,count_dancer
2025-07-07,Intermediate,Follower,allowed,3585
2025-07-07,Intermediate,Follower,required,2365
2025-07-07,Intermediate,Leader,allowed,2897
2025-07-07,Intermediate,Leader,required,1869
2025-07-07,Newcomer,Follower,allowed,8505
2025-07-07,Newcomer,Follower,required,9920
2025-07-07,Newcomer,Leader,allowed,6459
2025-07-07,Newcomer,Leader,required,6459
2025-07-07,Novice,Follower,allowed,13013
2025-07-07,Novice,Follower,required,11267
2025-07-07,Novice,Leader,allowed,8809
2025-07-07,Novice,Leader,required,8431
2025-07-09,Advanced,Follower,allowed,1675
2025-07-09,Advanced,Follower,required,1388
2025-07-09,Advanced,Leader,allowed,1457
2025-07-09,Advanced,Leader,required,1201
2025-07-09,All-Star,Follower,allowed,482
2025-07-09,All-Star,Follower,required,527
2025-07-09,All-Star,Leader,allowed,447
2025-07-09,All-Star,Leader,required,506
2025-07-09,Champion,Follower,allowed,185
2025-07-09,Champion,Follower,required,88
2025-07-09,Champion,Leader,allowed,183
2025-07-09,Champion,Leader,required,83
2025-07-09,Intermediate,Follower,allowed,3597
2025-07-09,Intermediate,Follower,required,2370
2025-07-09,Intermediate,Leader,allowed,2899
2025-07-09,Intermediate,Leader,required,1872
2025-07-09,Newcomer,Follower,allowed,8521
2025-07-09,Newcomer,Follower,required,9938
2025-07-09,Newcomer,Leader,allowed,6471
2025-07-09,Newcomer,Leader,required,6471
2025-07-09,Novice,Follower,allowed,13032
2025-07-09,Novice,Follower,required,11291
2025-07-09,Novice,Leader,allowed,8830
2025-07-09,Novice,Leader,required,8447
2025-07-17,Advanced,Follower,allowed,1463
2025-07-17,Advanced,Follower,required,1231
2025-07-17,Advanced,Leader,allowed,1264
2025-07-17,Advanced,Leader,required,1063
2025-07-17,All-Star,Follower,allowed,442
2025-07-17,All-Star,Follower,required,501
2025-07-17,All-Star,Leader,allowed,409
2025-07-17,All-Star,Leader,required,471
2025-07-17,Champion,Follower,allowed,184
2025-07-17,Champion,Follower,required,88
2025-07-17,Champion,Leader,allowed,181
2025-07-17,Champion,Leader,required,83
2025-07-17,Intermediate,Follower,allowed,2742
2025-07-17,Intermediate,Follower,required,1853
2025-07-17,Intermediate,Leader,allowed,2264
2025-07-17,Intermediate,Leader,required,1477
2025-07-17,Newcomer,Follower,allowed,4900
2025-07-17,Newcomer,Follower,required,6186
2025-07-17,Newcomer,Leader,allowed,3901
2025-07-17,Newcomer,Leader,required,3901
2025-07-17,Novice,Follower,allowed,8687
2025-07-17,Novice,Follower,required,6824
2025-07-17,Novice,Leader,allowed,5933
2025-07-17,Novice,Leader,required,5394
2025-07-18,Advanced,Follower,allowed,1680
2025-07-18,Advanced,Follower,required,1389
2025-07-18,Advanced,Leader,allowed,1456
2025-07-18,Advanced,Leader,required,1201
2025-07-18,All-Star,Follower,allowed,482
2025-07-18,All-Star,Follower,required,529
2025-07-18,All-Star,Leader,allowed,449
2025-07-18,All-Star,Leader,required,507
2025-07-18,Champion,Follower,allowed,185
2025-07-18,Champion,Follower,required,88
2025-07-18,Champion,Leader,allowed,183
2025-07-18,Champion,Leader,required,83
2025-07-18,Intermediate,Follower,allowed,3609
2025-07-18,Intermediate,Follower,required,2374
2025-07-18,Intermediate,Leader,allowed,2906
2025-07-18,Intermediate,Leader,required,1876
2025-07-18,Newcomer,Follower,allowed,8547
2025-07-18,Newcomer,Follower,required,9963
2025-07-18,Newcomer,Leader,allowed,6495
2025-07-18,Newcomer,Leader,required,6495
2025-07-18,Novice,Follower,allowed,13059
2025-07-18,Novice,Follower,required,11326
2025-07-18,Novice,Leader,allowed,8856
2025-07-18,Novice,Leader,required,8475
2025-07-21,Advanced,Follower,allowed,1684
2025-07-21,Advanced,Follower,required,1391
2025-07-21,Advanced,Leader,allowed,1459
2025-07-21,Advanced,Leader,required,1201
2025-07-21,All-Star,Follower,allowed,484
2025-07-21,All-Star,Follower,required,529
2025-07-21,All-Star,Leader,allowed,449
2025-07-21,All-Star,Leader,required,506
2025-07-21,Champion,Follower,allowed,185
2025-07-21,Champion,Follower,required,88
2025-07-21,Champion,Leader,allowed,183
2025-07-21,Champion,Leader,required,83
2025-07-21,Intermediate,Follower,allowed,3618
2025-07-21,Intermediate,Follower,required,2382
2025-07-21,Intermediate,Leader,allowed,2905
2025-07-21,Intermediate,Leader,required,1882
2025-07-21,Newcomer,Follower,allowed,8588
2025-07-21,Newcomer,Follower,required,10004
2025-07-21,Newcomer,Leader,allowed,6533
2025-07-21,Newcomer,Leader,required,6533
2025-07-21,Novice,Follower,allowed,13109
2025-07-21,Novice,Follower,required,11379
2025-07-21,Novice,Leader,allowed,8904
2025-07-21,Novice,Leader,required,8521
2025-07-22,Advanced,Follower,allowed,1684
2025-07-22,Advanced,Follower,required,1391
2025-07-22,Advanced,Leader,allowed,1459
2025-07-22,Advanced,Leader,required,1201
2025-07-22,All-Star,Follower,allowed,484
2025-07-22,All-Star,Follower,required,529
2025-07-22,All-Star,Leader,allowed,450
2025-07-22,All-Star,Leader,required,507
2025-07-22,Champion,Follower,allowed,185
2025-07-22,Champion,Follower,required,88
2025-07-22,Champion,Leader,allowed,183
2025-07-22,Champion,Leader,required,83
2025-07-22,Intermediate,Follower,allowed,3618
2025-07-22,Intermediate,Follower,required,2382
2025-07-22,Intermediate,Leader,allowed,2906
2025-07-22,Intermediate,Leader,required,1882
2025-07-22,Newcomer,Follower,allowed,8588
2025-07-22,Newcomer,Follower,required,10003
2025-07-22,Newcomer,Leader,allowed,6533
2025-07-22,Newcomer,Leader,required,6533
2025-07-22,Novice,Follower,allowed,13108
2025-07-22,Novice,Follower,required,11379
2025-07-22,Novice,Leader,allowed,8904
2025-07-22,Novice,Leader,required,8521
2025-07-29,Advanced,Follower,allowed,1687
2025-07-29,Advanced,Follower,required,1391
2025-07-29,Advanced,Leader,allowed,1459
2025-07-29,Advanced,Leader,required,1202
2025-07-29,All-Star,Follower,allowed,484
2025-07-29,All-Star,Follower,required,529
2025-07-29,All-Star,Leader,allowed,450
2025-07-29,All-Star,Leader,required,508
2025-07-29,Champion,Follower,allowed,185
2025-07-29,Champion,Follower,required,88
2025-07-29,Champion,Leader,allowed,183
2025-07-29,Champion,Leader,required,83
2025-07-29,Intermediate,Follower,allowed,3615
2025-07-29,Intermediate,Follower,required,2382
2025-07-29,Intermediate,Leader,allowed,2908
2025-07-29,Intermediate,Leader,required,1879
2025-07-29,Newcomer,Follower,allowed,8598
2025-07-29,Newcomer,Follower,required,10014
2025-07-29,Newcomer,Leader,allowed,6541
2025-07-29,Newcomer,Leader,required,6541
2025-07-29,Novice,Follower,allowed,13119
2025-07-29,Novice,Follower,required,11389
2025-07-29,Novice,Leader,allowed,8910
2025-07-29,Novice,Leader,required,8527
2025-08-06,Advanced,Follower,allowed,1692
2025-08-06,Advanced,Follower,required,1393
2025-08-06,Advanced,Leader,allowed,1461
2025-08-06,Advanced,Leader,required,1203
2025-08-06,All-Star,Follower,allowed,485
2025-08-06,All-Star,Follower,required,529
2025-08-06,All-Star,Leader,allowed,450
2025-08-06,All-Star,Leader,required,509
2025-08-06,Champion,Follower,allowed,185
2025-08-06,Champion,Follower,required,88
2025-08-06,Champion,Leader,allowed,183
2025-08-06,Champion,Leader,required,83
2025-08-06,Intermediate,Follower,allowed,3619
2025-08-06,Intermediate,Follower,required,2387
2025-08-06,Intermediate,Leader,allowed,2910
2025-08-06,Intermediate,Leader,required,1884
2025-08-06,Newcomer,Follower,allowed,8627
2025-08-06,Newcomer,Follower,required,10044
2025-08-06,Newcomer,Leader,allowed,6563
2025-08-06,Newcomer,Leader,required,6563
2025-08-06,Novice,Follower,allowed,13159
2025-08-06,Novice,Follower,required,11430
2025-08-06,Novice,Leader,allowed,8939
2025-08-06,Novice,Leader,required,8553
2025-08-14,Advanced,Follower,allowed,1694
2025-08-14,Advanced,Follower,required,1398
2025-08-14,Advanced,Leader,allowed,1465
2025-08-14,Advanced,Leader,required,1203
2025-08-14,All-Star,Follower,allowed,486
2025-08-14,All-Star,Follower,required,531
2025-08-14,All-Star,Leader,allowed,453
2025-08-14,All-Star,Leader,required,510
2025-08-14,Champion,Follower,allowed,185
2025-08-14,Champion,Follower,required,88
2025-08-14,Champion,Leader,allowed,183
2025-08-14,Champion,Leader,required,83
2025-08-14,Intermediate,Follower,allowed,3632
2025-08-14,Intermediate,Follower,required,2386
2025-08-14,Intermediate,Leader,allowed,2912
2025-08-14,Intermediate,Leader,required,1890
2025-08-14,Newcomer,Follower,allowed,8637
2025-08-14,Newcomer,Follower,required,10055
2025-08-14,Newcomer,Leader,allowed,6575
2025-08-14,Newcomer,Leader,required,6575
2025-08-14,Novice,Follower,allowed,13103
2025-08-14,Novice,Follower,required,11374
2025-08-14,Novice,Leader,allowed,9027
2025-08-14,Novice,Leader,required,8642
2025-08-15,Advanced,Follower,allowed,1695
2025-08-15,Advanced,Follower,required,1398
2025-08-15,Advanced,Leader,allowed,1465
2025-08-15,Advanced,Leader,required,1203
2025-08-15,All-Star,Follower,allowed,486
2025-08-15,All-Star,Follower,required,531
2025-08-15,All-Star,Leader,allowed,453
2025-08-15,All-Star,Leader,required,510
2025-08-15,Champion,Follower,allowed,185
2025-08-15,Champion,Follower,required,88
2025-08-15,Champion,Leader,allowed,183
2025-08-15,Champion,Leader,required,83
2025-08-15,Intermediate,Follower,allowed,3632
2025-08-15,Intermediate,Follower,required,2387
2025-08-15,Intermediate,Leader,allowed,2912
2025-08-15,Intermediate,Leader,required,1890
2025-08-15,Newcomer,Follower,allowed,8638
2025-08-15,Newcomer,Follower,required,10056
2025-08-15,Newcomer,Leader,allowed,6577
2025-08-15,Newcomer,Leader,required,6577
2025-08-15,Novice,Follower,allowed,13105
2025-08-15,Novice,Follower,required,11376
2025-08-15,Novice,Leader,allowed,9029
2025-08-15,Novice,Leader,required,8644
2025-08-19,Advanced,Follower,allowed,1698
2025-08-19,Advanced,Follower,required,1402
2025-08-19,Advanced,Leader,allowed,1470
2025-08-19,Advanced,Leader,required,1208
2025-08-19,All-Star,Follower,allowed,488
2025-08-19,All-Star,Follower,required,533
2025-08-19,All-Star,Leader,allowed,453
2025-08-19,All-Star,Leader,required,509
2025-08-19,Champion,Follower,allowed,185
2025-08-19,Champion,Follower,required,87
2025-08-19,Champion,Leader,allowed,183
2025-08-19,Champion,Leader,required,84
2025-08-19,Intermediate,Follower,allowed,3639
2025-08-19,Intermediate,Follower,required,2387
2025-08-19,Intermediate,Leader,allowed,2917
2025-08-19,Intermediate,Leader,required,1889
2025-08-19,Newcomer,Follower,allowed,8660
2025-08-19,Newcomer,Follower,required,10079
2025-08-19,Newcomer,Leader,allowed,6587
2025-08-19,Newcomer,Leader,required,6587
2025-08-19,Novice,Follower,allowed,13133
2025-08-19,Novice,Follower,required,11408
2025-08-19,Novice,Leader,allowed,9035
2025-08-19,Novice,Leader,required,8651
2025-08-31,Advanced,Follower,allowed,1699
2025-08-31,Advanced,Follower,required,1401
2025-08-31,Advanced,Leader,allowed,1472
2025-08-31,Advanced,Leader,required,1208
2025-08-31,All-Star,Follower,allowed,488
2025-08-31,All-Star,Follower,required,534
2025-08-31,All-Star,Leader,allowed,453
2025-08-31,All-Star,Leader,required,510
2025-08-31,Champion,Follower,allowed,186
2025-08-31,Champion,Follower,required,87
2025-08-31,Champion,Leader,allowed,183
2025-08-31,Champion,Leader,required,84
2025-08-31,Intermediate,Follower,allowed,3640
2025-08-31,Intermediate,Follower,required,2389
2025-08-31,Intermediate,Leader,allowed,2916
2025-08-31,Intermediate,Leader,required,1888
2025-08-31,Newcomer,Follower,allowed,8669
2025-08-31,Newcomer,Follower,required,10090
2025-08-31,Newcomer,Leader,allowed,6593
2025-08-31,Newcomer,Leader,required,6593
2025-08-31,Novice,Follower,allowed,13147
2025-08-31,Novice,Follower,required,11421
2025-08-31,Novice,Leader,allowed,9044
2025-08-31,Novice,Leader,required,8659
2025-09-05,Advanced,Follower,allowed,1704
2025-09-05,Advanced,Follower,required,1406
2025-09-05,Advanced,Leader,allowed,1477
2025-09-05,Advanced,Leader,required,1209
2025-09-05,All-Star,Follower,allowed,487
2025-09-05,All-Star,Follower,required,535
2025-09-05,All-Star,Leader,allowed,453
2025-09-05,All-Star,Leader,required,510
2025-09-05,Champion,Follower,allowed,187
2025-09-05,Champion,Follower,required,87
2025-09-05,Champion,Leader,allowed,183
2025-09-05,Champion,Leader,required,84
2025-09-05,Intermediate,Follower,allowed,3654
2025-09-05,Intermediate,Follower,required,2393
2025-09-05,Intermediate,Leader,allowed,2923
2025-09-05,Intermediate,Leader,required,1891
2025-09-05,Newcomer,Follower,allowed,8698
2025-09-05,Newcomer,Follower,required,10119
2025-09-05,Newcomer,Leader,allowed,6610
2025-09-05,Newcomer,Leader,required,6610
2025-09-05,Novice,Follower,allowed,13176
2025-09-05,Novice,Follower,required,11453
2025-09-05,Novice,Leader,allowed,9056
2025-09-05,Novice,Leader,required,8678
2025-09-09,Advanced,Follower,allowed,1704
2025-09-09,Advanced,Follower,required,1406
2025-09-09,Advanced,Leader,allowed,1480
2025-09-09,Advanced,Leader,required,1211
2025-09-09,All-Star,Follower,allowed,488
2025-09-09,All-Star,Follower,required,536
2025-09-09,All-Star,Leader,allowed,453
2025-09-09,All-Star,Leader,required,512
2025-09-09,Champion,Follower,allowed,187
2025-09-09,Champion,Follower,required,87
2025-09-09,Champion,Leader,allowed,183
2025-09-09,Champion,Leader,required,84
2025-09-09,Intermediate,Follower,allowed,3660
2025-09-09,Intermediate,Follower,required,2400
2025-09-09,Intermediate,Leader,allowed,2927
2025-09-09,Intermediate,Leader,required,1893
2025-09-09,Newcomer,Follower,allowed,8720
2025-09-09,Newcomer,Follower,required,10141
2025-09-09,Newcomer,Leader,allowed,6623
2025-09-09,Newcomer,Leader,required,6623
2025-09-09,Novice,Follower,allowed,13208
2025-09-09,Novice,Follower,required,11483
2025-09-09,Novice,Leader,allowed,9072
2025-09-09,Novice,Leader,required,8692
2025-09-16,Advanced,Follower,allowed,1707
2025-09-16,Advanced,Follower,required,1407
2025-09-16,Advanced,Leader,allowed,1477
2025-09-16,Advanced,Leader,required,1211
2025-09-16,All-Star,Follower,allowed,489
2025-09-16,All-Star,Follower,required,536
2025-09-16,All-Star,Leader,allowed,455
2025-09-16,All-Star,Leader,required,512
2025-09-16,Champion,Follower,allowed,187
2025-09-16,Champion,Follower,required,87
2025-09-16,Champion,Leader,allowed,183
2025-09-16,Champion,Leader,required,84
2025-09-16,Intermediate,Follower,allowed,3665
2025-09-16,Intermediate,Follower,required,2407
2025-09-16,Intermediate,Leader,allowed,2929
2025-09-16,Intermediate,Leader,required,1893
2025-09-16,Newcomer,Follower,allowed,8723
2025-09-16,Newcomer,Follower,required,10145
2025-09-16,Newcomer,Leader,allowed,6629
2025-09-16,Newcomer,Leader,required,6629
2025-09-16,Novice,Follower,allowed,13218
2025-09-16,Novice,Follower,required,11494
2025-09-16,Novice,Leader,allowed,9079
2025-09-16,Novice,Leader,required,8699
2025-09-23,Advanced,Follower,allowed,1710
2025-09-23,Advanced,Follower,required,1408
2025-09-23,Advanced,Leader,allowed,1472
2025-09-23,Advanced,Leader,required,1210
2025-09-23,All-Star,Follower,allowed,489
2025-09-23,All-Star,Follower,required,537
2025-09-23,All-Star,Leader,allowed,460
2025-09-23,All-Star,Leader,required,517
2025-09-23,Champion,Follower,allowed,189
2025-09-23,Champion,Follower,required,87
2025-09-23,Champion,Leader,allowed,183
2025-09-23,Champion,Leader,required,83
2025-09-23,Intermediate,Follower,allowed,3672
2025-09-23,Intermediate,Follower,required,2412
2025-09-23,Intermediate,Leader,allowed,2937
2025-09-23,Intermediate,Leader,required,1893
2025-09-23,Newcomer,Follower,allowed,8747
2025-09-23,Newcomer,Follower,required,10169
2025-09-23,Newcomer,Leader,allowed,6656
2025-09-23,Newcomer,Leader,required,6656
2025-09-23,Novice,Follower,allowed,13256
2025-09-23,Novice,Follower,required,11535
2025-09-23,Novice,Leader,allowed,9109
2025-09-23,Novice,Leader,required,8728
2025-09-30,Advanced,Follower,allowed,1710
2025-09-30,Advanced,Follower,required,1411
2025-09-30,Advanced,Leader,allowed,1474
2025-09-30,Advanced,Leader,required,1212
2025-09-30,All-Star,Follower,allowed,489
2025-09-30,All-Star,Follower,required,538
2025-09-30,All-Star,Leader,allowed,460
2025-09-30,All-Star,Leader,required,517
2025-09-30,Champion,Follower,allowed,189
2025-09-30,Champion,Follower,required,87
2025-09-30,Champion,Leader,allowed,183
2025-09-30,Champion,Leader,required,83
2025-09-30,Intermediate,Follower,allowed,3683
2025-09-30,Intermediate,Follower,required,2418
2025-09-30,Intermediate,Leader,allowed,2939
2025-09-30,Intermediate,Leader,required,1897
2025-09-30,Newcomer,Follower,allowed,8762
2025-09-30,Newcomer,Follower,required,10186
2025-09-30,Newcomer,Leader,allowed,6665
2025-09-30,Newcomer,Leader,required,6665
2025-09-30,Novice,Follower,allowed,13279
2025-09-30,Novice,Follower,required,11554
2025-09-30,Novice,Leader,allowed,9125
2025-09-30,Novice,Leader,required,8740
2025-10-07,Advanced,Follower,allowed,1709
2025-10-07,Advanced,Follower,required,1412
2025-10-07,Advanced,Leader,allowed,1477
2025-10-07,Advanced,Leader,required,1215
2025-10-07,All-Star,Follower,allowed,490
2025-10-07,All-Star,Follower,required,537
2025-10-07,All-Star,Leader,allowed,460
2025-10-07,All-Star,Leader,required,516
2025-10-07,Champion,Follower,allowed,190
2025-10-07,Champion,Follower,required,88
2025-10-07,Champion,Leader,allowed,183
2025-10-07,Champion,Leader,required,83
2025-10-07,Intermediate,Follower,allowed,3690
2025-10-07,Intermediate,Follower,required,2422
2025-10-07,Intermediate,Leader,allowed,2943
2025-10-07,Intermediate,Leader,required,1897
2025-10-07,Newcomer,Follower,allowed,8773
2025-10-07,Newcomer,Follower,required,10197
2025-10-07,Newcomer,Leader,allowed,6680
2025-10-07,Newcomer,Leader,required,6680
2025-10-07,Novice,Follower,allowed,13293
2025-10-07,Novice,Follower,required,11571
2025-10-07,Novice,Leader,allowed,9140
2025-10-07,Novice,Leader,required,8758
2025-10-16,Advanced,Follower,allowed,1711
2025-10-16,Advanced,Follower,required,1412
2025-10-16,Advanced,Leader,allowed,1480
2025-10-16,Advanced,Leader,required,1214
2025-10-16,All-Star,Follower,allowed,490
2025-10-16,All-Star,Follower,required,539
2025-10-16,All-Star,Leader,allowed,461
2025-10-16,All-Star,Leader,required,518
2025-10-16,Champion,Follower,allowed,190
2025-10-16,Champion,Follower,required,88
2025-10-16,Champion,Leader,allowed,184
2025-10-16,Champion,Leader,required,83
2025-10-16,Intermediate,Follower,allowed,3699
2025-10-16,Intermediate,Follower,required,2428
2025-10-16,Intermediate,Leader,allowed,2945
2025-10-16,Intermediate,Leader,required,1902
2025-10-16,Newcomer,Follower,allowed,8788
2025-10-16,Newcomer,Follower,required,10211
2025-10-16,Newcomer,Leader,allowed,6686
2025-10-16,Newcomer,Leader,required,6686
2025-10-16,Novice,Follower,allowed,13316
2025-10-16,Novice,Follower,required,11597
2025-10-16,Novice,Leader,allowed,9152
2025-10-16,Novice,Leader,required,8770
2025-10-25,Advanced,Follower,allowed,1710
2025-10-25,Advanced,Follower,required,1412
2025-10-25,Advanced,Leader,allowed,1481
2025-10-25,Advanced,Leader,required,1214
2025-10-25,All-Star,Follower,allowed,490
2025-10-25,All-Star,Follower,required,538
2025-10-25,All-Star,Leader,allowed,461
2025-10-25,All-Star,Leader,required,517
2025-10-25,Champion,Follower,allowed,190
2025-10-25,Champion,Follower,required,89
2025-10-25,Champion,Leader,allowed,184
2025-10-25,Champion,Leader,required,84
2025-10-25,Intermediate,Follower,allowed,3705
2025-10-25,Intermediate,Follower,required,2432
2025-10-25,Intermediate,Leader,allowed,2949
2025-10-25,Intermediate,Leader,required,1908
2025-10-25,Newcomer,Follower,allowed,8806
2025-10-25,Newcomer,Follower,required,10228
2025-10-25,Newcomer,Leader,allowed,6691
2025-10-25,Newcomer,Leader,required,6691
2025-10-25,Novice,Follower,allowed,13342
2025-10-25,Novice,Follower,required,11622
2025-10-25,Novice,Leader,allowed,9170
2025-10-25,Novice,Leader,required,8785
2025-10-29,Advanced,Follower,allowed,1716
2025-10-29,Advanced,Follower,required,1415
2025-10-29,Advanced,Leader,allowed,1484
2025-10-29,Advanced,Leader,required,1216
2025-10-29,All-Star,Follower,allowed,491
2025-10-29,All-Star,Follower,required,539
2025-10-29,All-Star,Leader,allowed,462
2025-10-29,All-Star,Leader,required,517
2025-10-29,Champion,Follower,allowed,190
2025-10-29,Champion,Follower,required,89
2025-10-29,Champion,Leader,allowed,184
2025-10-29,Champion,Leader,required,84
2025-10-29,Intermediate,Follower,allowed,3714
2025-10-29,Intermediate,Follower,required,2444
2025-10-29,Intermediate,Leader,allowed,2957
2025-10-29,Intermediate,Leader,required,1912
2025-10-29,Newcomer,Follower,allowed,8843
2025-10-29,Newcomer,Follower,required,10264
2025-10-29,Newcomer,Leader,allowed,6721
2025-10-29,Newcomer,Leader,required,6721
2025-10-29,Novice,Follower,allowed,13401
2025-10-29,Novice,Follower,required,11679
2025-10-29,Novice,Leader,allowed,9205
2025-10-29,Novice,Leader,required,8824
2025-11-08,Advanced,Follower,allowed,1718
2025-11-08,Advanced,Follower,required,1418
2025-11-08,Advanced,Leader,allowed,1486
2025-11-08,Advanced,Leader,required,1218
2025-11-08,All-Star,Follower,allowed,493
2025-11-08,All-Star,Follower,required,540
2025-11-08,All-Star,Leader,allowed,466
2025-11-08,All-Star,Leader,required,518
2025-11-08,Champion,Follower,allowed,191
2025-11-08,Champion,Follower,required,89
2025-11-08,Champion,Leader,allowed,184
2025-11-08,Champion,Leader,required,84
2025-11-08,Intermediate,Follower,allowed,3725
2025-11-08,Intermediate,Follower,required,2450
2025-11-08,Intermediate,Leader,allowed,2963
2025-11-08,Intermediate,Leader,required,1913
2025-11-08,Newcomer,Follower,allowed,8871
2025-11-08,Newcomer,Follower,required,10292
2025-11-08,Newcomer,Leader,allowed,6743
2025-11-08,Newcomer,Leader,required,6743
2025-11-08,Novice,Follower,allowed,13433
2025-11-08,Novice,Follower,required,11714
2025-11-08,Novice,Leader,allowed,9227
2025-11-08,Novice,Leader,required,8851
2025-11-10,Advanced,Follower,allowed,1720
2025-11-10,Advanced,Follower,required,1420
2025-11-10,Advanced,Leader,allowed,1487
2025-11-10,Advanced,Leader,required,1221
2025-11-10,All-Star,Follower,allowed,494
2025-11-10,All-Star,Follower,required,541
2025-11-10,All-Star,Leader,allowed,467
2025-11-10,All-Star,Leader,required,518
2025-11-10,Champion,Follower,allowed,191
2025-11-10,Champion,Follower,required,89
2025-11-10,Champion,Leader,allowed,184
2025-11-10,Champion,Leader,required,84
2025-11-10,Intermediate,Follower,allowed,3730
2025-11-10,Intermediate,Follower,required,2452
2025-11-10,Intermediate,Leader,allowed,2969
2025-11-10,Intermediate,Leader,required,1915
2025-11-10,Newcomer,Follower,allowed,8899
2025-11-10,Newcomer,Follower,required,10320
2025-11-10,Newcomer,Leader,allowed,6762
2025-11-10,Newcomer,Leader,required,6762
2025-11-10,Novice,Follower,allowed,13464
2025-11-10,Novice,Follower,required,11746
2025-11-10,Novice,Leader,allowed,9251
2025-11-10,Novice,Leader,required,8874
2025-11-19,Advanced,Follower,allowed,1722
2025-11-19,Advanced,Follower,required,1424
2025-11-19,Advanced,Leader,allowed,1490
2025-11-19,Advanced,Leader,required,1225
2025-11-19,All-Star,Follower,allowed,496
2025-11-19,All-Star,Follower,required,542
2025-11-19,All-Star,Leader,allowed,468
2025-11-19,All-Star,Leader,required,518
2025-11-19,Champion,Follower,allowed,191
2025-11-19,Champion,Follower,required,89
2025-11-19,Champion,Leader,allowed,184
2025-11-19,Champion,Leader,required,84
2025-11-19,Intermediate,Follower,allowed,3738
2025-11-19,Intermediate,Follower,required,2454
2025-11-19,Intermediate,Leader,allowed,2972
2025-11-19,Intermediate,Leader,required,1917
2025-11-19,Newcomer,Follower,allowed,8926
2025-11-19,Newcomer,Follower,required,10347
2025-11-19,Newcomer,Leader,allowed,6781
2025-11-19,Newcomer,Leader,required,6781
2025-11-19,Novice,Follower,allowed,13494
2025-11-19,Novice,Follower,required,11779
2025-11-19,Novice,Leader,allowed,9278
2025-11-19,Novice,Leader,required,8898
2025-11-25,Advanced,Follower,allowed,1723
2025-11-25,Advanced,Follower,required,1423
2025-11-25,Advanced,Leader,allowed,1490
2025-11-25,Advanced,Leader,required,1225
2025-11-25,All-Star,Follower,allowed,496
2025-11-25,All-Star,Follower,required,543
2025-11-25,All-Star,Leader,allowed,468
2025-11-25,All-Star,Leader,required,518
2025-11-25,Champion,Follower,allowed,191
2025-11-25,Champion,Follower,required,89
2025-11-25,Champion,Leader,allowed,184
2025-11-25,Champion,Leader,required,84
2025-11-25,Intermediate,Follower,allowed,3741
2025-11-25,Intermediate,Follower,required,2454
2025-11-25,Intermediate,Leader,allowed,2975
2025-11-25,Intermediate,Leader,required,1918
2025-11-25,Newcomer,Follower,allowed,8933
2025-11-25,Newcomer,Follower,required,10354
2025-11-25,Newcomer,Leader,allowed,6782
2025-11-25,Newcomer,Leader,required,6782
2025-11-25,Novice,Follower,allowed,13497
2025-11-25,Novice,Follower,required,11786
2025-11-25,Novice,Leader,allowed,9279
2025-11-25,Novice,Leader,required,8901
2025-12-04,Advanced,Follower,allowed,1726
2025-12-04,Advanced,Follower,required,1423
2025-12-04,Advanced,Leader,allowed,1490
2025-12-04,Advanced,Leader,required,1226
2025-12-04,All-Star,Follower,allowed,496
2025-12-04,All-Star,Follower,required,543
2025-12-04,All-Star,Leader,allowed,468
2025-12-04,All-Star,Leader,required,518
2025-12-04,Champion,Follower,allowed,191
2025-12-04,Champion,Follower,required,89
2025-12-04,Champion,Leader,allowed,184
2025-12-04,Champion,Leader,required,84
2025-12-04,Intermediate,Follower,allowed,3746
2025-12-04,Intermediate,Follower,required,2457
2025-12-04,Intermediate,Leader,allowed,2977
2025-12-04,Intermediate,Leader,required,1918
2025-12-04,Newcomer,Follower,allowed,8938
2025-12-04,Newcomer,Follower,required,10360
2025-12-04,Newcomer,Leader,allowed,6783
2025-12-04,Newcomer,Leader,required,6783
2025-12-04,Novice,Follower,allowed,13500
2025-12-04,Novice,Follower,required,11794
2025-12-04,Novice,Leader,allowed,9283
2025-12-04,Novice,Leader,required,8905
2025-12-11,Advanced,Follower,allowed,1730
2025-12-11,Advanced,Follower,required,1423
2025-12-11,Advanced,Leader,allowed,1493
2025-12-11,Advanced,Leader,required,1226
2025-12-11,All-Star,Follower,allowed,497
2025-12-11,All-Star,Follower,required,545
2025-12-11,All-Star,Leader,allowed,469
2025-12-11,All-Star,Leader,required,519
2025-12-11,Champion,Follower,allowed,191
2025-12-11,Champion,Follower,required,89
2025-12-11,Champion,Leader,allowed,184
2025-12-11,Champion,Leader,required,84
2025-12-11,Intermediate,Follower,allowed,3752
2025-12-11,Intermediate,Follower,required,2461
2025-12-11,Intermediate,Leader,allowed,2980
2025-12-11,Intermediate,Leader,required,1923
2025-12-11,Newcomer,Follower,allowed,8948
2025-12-11,Newcomer,Follower,required,10371
2025-12-11,Newcomer,Leader,allowed,6791
2025-12-11,Newcomer,Leader,required,6791
2025-12-11,Novice,Follower,allowed,13516
2025-12-11,Novice,Follower,required,11811
2025-12-11,Novice,Leader,allowed,9297
2025-12-11,Novice,Leader,required,8919
2025-12-17,Advanced,Follower,allowed,1730
2025-12-17,Advanced,Follower,required,1426
2025-12-17,Advanced,Leader,allowed,1494
2025-12-17,Advanced,Leader,required,1228
2025-12-17,All-Star,Follower,allowed,498
2025-12-17,All-Star,Follower,required,545
2025-12-17,All-Star,Leader,allowed,470
2025-12-17,All-Star,Leader,required,520
2025-12-17,Champion,Follower,allowed,191
